,IP_LIFE_FAM,IP_LIFE_FRI,IP_LIFE_LEI,IP_LIFE_POL,IP_LIFE_WOR,IP_LIFE_REL,FEEL_OF_HAP,MEM_REL_ORG,MEM_SP_REC,MEM_MUS_EDU,MEM_LAB_UNI,MEM_POLI_PAR,MEM_HUM_ORG,SAT_W_LIFE,FREE_CHO_CON,FIGHT_FOR_COU,POL_INT,POL_JOI_BOY,POL_ATT_DEM,POL_UNOFF_STR,GOV_RESP,CONF_CHU,CONF_ARMED,CONF_PRESS,CONF_LABOURUN,CONF_PARL,CONF_SECSYS,CONF_GOV,CONF_POLPART,POL_SYS_LEADER,POL_SYS_EXPERT,POL_SYS_ARMY,POL_SYS_DEM,REL_GROUPS,PROUD_OF_NAT,WVS_WAVES,RESPONDENT_NUM,DATE_INT,WEIGHT,YEAR_SURVEW,LEVEL_EDU,LEVEL_EDU_RESP,LEVEL_EDU_COUNTRY,SEX,YEAR_OF_BIRTH,AGE,MARITAL_STA,HOW_MANY_CHILD,EMPLOY_STATUS,PROF_JOB,INCOME_SCALE,SETTL_SIZE,SETTL_TYPE,ETHNIC_GROUP
0,1,2,2,3,1,1,2,2,0,0,0,0,0,8,10,-1,3,3,3,-4,8,3,3,2,3,3,-4,2,3,3,3,3,1,9,1,5,320520001,-4,0.454064,2006,3,-4,-4,1,1984,21,6,0,2,25,-4,8,-4.0,32001.0
1,1,3,3,3,3,3,1,0,0,0,0,0,0,8,10,1,3,3,3,-4,3,3,2,2,3,3,-4,2,3,2,3,3,1,1,1,5,320520002,-4,0.454064,2006,4,-4,-4,1,1971,35,2,0,1,51,-4,8,-4.0,32001.0
2,1,1,2,4,1,2,1,0,0,0,0,0,0,9,10,0,4,3,3,-4,2,2,3,2,-1,4,-4,2,3,2,1,3,1,1,-3,5,320520003,-4,0.454064,2006,2,-4,-4,2,1980,26,1,2,5,61,-4,8,-4.0,32001.0
3,1,2,1,3,1,2,2,0,0,0,0,0,0,8,-2,1,2,3,1,-4,10,3,3,2,4,4,-4,3,4,4,4,4,1,1,1,5,320520004,-4,0.454064,2006,3,-4,-4,1,1958,48,4,2,1,33,-4,8,-4.0,32001.0
4,1,1,1,3,1,3,1,0,0,0,0,0,0,8,9,0,3,3,3,-4,3,3,3,3,3,4,-4,3,3,3,4,4,1,1,1,5,320520005,-4,0.454064,2006,4,-4,-4,1,1974,32,2,2,1,25,-4,8,-4.0,32001.0
5,1,1,2,1,4,1,2,2,0,1,0,1,0,9,5,0,1,3,2,-4,3,1,2,1,4,4,-4,4,3,4,2,2,1,1,2,5,320520006,-4,0.454064,2006,8,-4,-4,2,1936,70,6,0,4,21,-4,8,-4.0,32001.0
6,1,1,1,2,1,4,3,0,0,0,0,0,0,1,5,-1,2,3,1,-4,10,3,3,2,4,4,-4,4,4,4,1,4,1,0,4,5,320520007,-4,0.454064,2006,8,-4,-4,1,1947,59,1,1,3,21,-4,8,-4.0,32001.0
7,1,3,3,2,1,2,2,0,0,0,1,0,1,8,7,1,2,3,3,-4,6,3,3,3,3,2,-4,3,3,3,3,3,2,1,3,5,320520008,-4,0.454064,2006,7,-4,-4,1,1979,27,1,2,1,23,-4,8,-4.0,32001.0
8,1,1,1,2,2,3,2,0,2,1,0,0,0,8,7,1,2,-1,2,-4,6,3,3,3,4,3,-4,3,4,4,4,4,1,1,1,5,320520009,-4,0.454064,2006,8,-4,-4,1,1972,34,2,0,1,21,-4,8,-4.0,32001.0
9,1,2,2,2,2,2,3,1,0,0,1,0,0,8,6,1,3,3,2,-4,6,3,3,3,3,3,-4,2,3,4,4,4,1,1,1,5,320520010,-4,0.454064,2006,5,-4,-4,2,1959,46,3,3,1,25,-4,8,-4.0,32001.0
10,1,2,1,2,1,4,2,0,0,0,0,0,0,7,-2,0,1,3,1,-4,6,3,3,2,3,3,-4,2,3,3,3,3,1,1,1,5,320520011,-4,0.454064,2006,6,-4,-4,1,1974,31,1,2,1,25,-4,8,-4.0,32001.0
11,1,1,3,2,1,3,1,0,1,1,1,1,1,8,10,0,3,3,3,-4,5,3,-1,2,3,4,-4,3,3,3,2,4,1,1,-3,5,320520012,-4,0.454064,2006,6,-4,-4,2,1980,26,1,1,2,33,-4,8,-4.0,32001.0
12,1,2,1,2,1,2,1,2,0,0,0,0,0,8,10,0,2,3,2,-4,3,2,3,2,-1,3,-4,2,3,3,3,3,1,7,-3,5,320520013,-4,0.454064,2006,3,-4,-4,2,1953,53,1,4,1,33,-4,8,-4.0,32001.0
13,1,4,2,1,1,3,1,0,0,0,0,0,0,8,8,0,2,-1,2,-4,6,3,3,2,3,4,-4,3,4,3,3,3,1,7,-3,5,320520014,-4,0.454064,2006,4,-4,-4,2,1978,27,2,3,2,34,-4,8,-4.0,32001.0
14,1,3,1,2,1,1,2,0,0,0,0,0,0,8,8,0,2,3,3,-4,10,2,4,2,3,3,-4,2,3,3,3,3,1,1,-3,5,320520015,-4,0.454064,2006,6,-4,-4,2,1974,32,2,2,5,33,-4,8,-4.0,32001.0
15,1,2,2,2,1,3,2,0,0,0,0,0,0,7,8,0,2,2,1,-4,5,2,2,2,3,3,-4,2,3,3,3,3,2,7,1,5,320520016,-4,0.454064,2006,4,-4,-4,2,1969,37,1,3,2,32,-4,8,-4.0,32001.0
16,1,2,3,2,1,1,2,0,0,0,0,0,0,7,10,-1,2,3,2,-4,8,2,2,3,4,3,-4,2,3,-1,-1,2,3,1,1,5,320520017,-4,0.454064,2006,4,-4,-4,2,1957,49,1,2,5,34,-4,8,-4.0,32001.0
17,1,1,1,1,1,2,1,0,0,0,0,0,0,8,5,1,3,-1,-1,-4,10,2,4,4,4,4,-4,3,4,3,3,3,2,1,1,5,320520018,-4,0.454064,2006,3,-4,-4,1,1982,24,2,1,7,32,-4,8,-4.0,32001.0
18,1,1,1,2,1,2,1,0,0,0,0,0,0,9,10,1,2,3,2,-4,10,3,3,4,3,2,-4,1,1,3,3,3,1,1,1,5,320520019,-4,0.454064,2006,3,-4,-4,1,1986,20,6,0,6,61,-4,8,-4.0,32001.0
19,1,2,2,2,1,2,2,0,0,0,0,0,0,7,10,0,3,3,2,-4,1,3,2,3,4,2,-4,3,3,3,2,3,1,2,1,5,320520020,-4,0.454064,2006,4,-4,-4,2,1960,45,1,2,5,61,-4,8,-4.0,32001.0
20,2,1,1,4,1,3,3,1,1,1,1,1,1,7,6,-1,4,3,3,-4,9,3,4,3,4,3,-4,3,3,-1,-1,4,1,0,2,5,320520021,-4,0.454064,2006,2,-4,-4,1,1974,32,6,0,1,34,-4,8,-4.0,32001.0
21,1,1,1,2,1,3,2,0,0,0,0,0,0,7,5,1,2,2,2,-4,8,4,3,2,3,3,-4,2,3,4,4,4,1,0,1,5,320520022,-4,0.454064,2006,6,-4,-4,1,1969,36,2,3,1,33,-4,8,-4.0,32001.0
22,2,2,2,4,2,3,2,0,0,0,0,0,0,4,4,0,4,-1,2,-4,9,4,4,-1,4,3,-4,3,4,-1,-1,4,2,0,2,5,320520023,-4,0.454064,2006,1,-4,-4,1,1932,73,5,3,4,33,-4,8,-4.0,32001.0
23,1,2,2,3,1,2,2,0,0,0,0,0,0,7,4,1,3,2,1,-4,10,2,4,2,3,3,-4,3,3,3,-1,3,2,1,1,5,320520024,-4,0.454064,2006,2,-4,-4,2,1954,52,2,3,5,34,-4,8,-4.0,32001.0
24,1,1,1,3,2,3,2,0,0,0,0,0,0,8,7,0,3,2,2,-4,9,3,3,2,3,3,-4,2,3,3,3,3,2,1,1,5,320520025,-4,0.454064,2006,3,-4,-4,2,1988,18,6,0,6,61,-4,8,-4.0,32001.0
25,1,1,1,3,2,3,3,0,0,0,0,0,0,8,8,-1,2,-1,-1,-4,5,4,4,4,4,4,-4,4,4,-1,-1,-1,-1,0,2,5,320520026,-4,0.454064,2006,7,-4,-4,1,1939,67,1,2,4,31,-4,8,-4.0,32001.0
26,1,2,4,3,2,4,4,2,1,0,0,0,0,5,6,0,3,1,1,-4,4,2,4,3,4,4,-4,4,4,2,1,2,2,1,1,5,320520027,-4,0.454064,2006,4,-4,-4,2,1973,32,3,2,5,61,-4,8,-4.0,32001.0
27,2,2,3,4,4,4,4,0,0,0,0,0,0,-1,6,0,4,3,3,-4,10,2,3,3,3,3,-4,3,4,-1,-1,-1,-1,1,2,5,320520028,-4,0.454064,2006,3,-4,-4,1,1987,19,6,0,7,34,-4,8,-4.0,32001.0
28,1,1,1,4,1,2,3,0,1,0,0,0,0,8,8,0,3,-1,-1,-4,4,2,3,3,2,4,-4,3,4,-1,-1,4,2,1,2,5,320520029,-4,0.454064,2006,6,-4,-4,2,1937,69,1,2,4,21,-4,8,-4.0,32001.0
29,2,2,2,4,1,3,2,0,0,0,0,0,0,7,8,-1,4,2,1,-4,1,3,4,2,4,4,-4,4,4,2,2,3,1,1,2,5,320520030,-4,0.454064,2006,3,-4,-4,2,1984,22,4,1,5,61,-4,8,-4.0,32001.0
30,1,1,1,4,2,4,2,0,0,2,0,0,0,7,9,0,4,3,1,-4,8,4,4,4,4,4,-4,-1,-1,-1,2,4,1,0,2,5,320520031,-4,0.454064,2006,6,-4,-4,2,1966,40,6,0,1,23,-4,8,-4.0,32001.0
31,1,1,1,4,1,4,1,2,2,0,0,0,0,9,8,-1,4,3,1,-4,3,3,3,3,3,3,-4,3,-2,-1,-1,4,1,1,2,5,320520032,-4,0.454064,2006,7,-4,-4,2,1981,24,6,0,1,25,-4,8,-4.0,32001.0
32,2,3,2,2,3,3,2,0,0,0,0,0,0,8,8,0,2,2,2,-4,10,4,3,3,2,2,-4,3,3,1,1,4,1,0,1,5,320520033,-4,0.454064,2006,6,-4,-4,2,1975,30,2,1,1,23,-4,8,-4.0,32001.0
33,1,1,1,4,2,2,2,0,0,2,0,0,0,9,8,0,4,2,1,-4,8,3,3,4,4,-2,-4,4,4,3,3,4,2,1,4,5,320520034,-4,0.454064,2006,8,-4,-4,1,1948,58,1,2,1,21,-4,8,-4.0,32001.0
34,1,2,2,2,2,2,2,1,1,1,0,0,0,7,8,0,2,1,1,-4,9,4,4,4,4,4,-4,4,4,1,1,4,1,0,4,5,320520035,-4,0.454064,2006,8,-4,-4,1,1951,54,3,2,1,21,-4,8,-4.0,32001.0
35,1,1,1,1,1,1,1,1,2,0,0,0,0,6,7,0,2,3,1,-4,9,3,4,1,4,4,-4,4,4,4,4,4,1,1,-1,5,320520036,-4,0.454064,2006,7,-4,-4,2,1979,27,6,0,1,23,-4,8,-4.0,32001.0
36,1,1,1,1,1,1,1,2,1,2,2,2,2,9,10,-1,2,3,2,-4,10,1,4,1,3,3,-4,2,4,-1,2,3,2,1,1,5,320520037,-4,0.454064,2006,6,-4,-4,2,1943,62,6,0,1,23,-4,8,-4.0,32001.0
37,1,1,1,4,1,4,2,0,0,0,0,0,0,8,7,-1,4,3,3,-4,7,3,3,4,4,3,-4,2,3,2,2,2,2,0,2,5,320520038,-4,0.454064,2006,6,-4,-4,2,1979,26,2,0,1,25,-4,8,-4.0,32001.0
38,1,1,1,2,2,2,2,2,0,0,0,0,0,7,8,1,4,3,1,-4,3,3,3,-2,-2,4,-4,-2,4,2,2,3,2,1,1,5,320520039,-4,0.454064,2006,8,-4,-4,2,1973,32,6,0,1,21,-4,8,-4.0,32001.0
39,1,2,3,3,1,3,3,0,0,0,0,0,0,3,5,0,3,3,2,-4,9,4,4,4,4,4,-4,4,4,4,2,4,1,1,2,5,320520040,-4,0.454064,2006,4,-4,-4,2,1959,47,6,1,1,32,-4,8,-4.0,32001.0
40,1,1,2,2,1,3,2,1,2,2,0,0,0,8,7,0,3,2,2,-4,9,3,3,2,3,4,-4,4,4,3,2,3,1,1,2,5,320520041,-4,0.454064,2006,7,-4,-4,2,1981,25,2,1,3,32,-4,8,-4.0,32001.0
41,1,1,1,4,1,3,2,1,0,0,0,0,0,7,6,1,4,2,1,-4,5,4,4,3,3,4,-4,4,4,-1,2,3,1,1,2,5,320520042,-4,0.454064,2006,7,-4,-4,2,1981,24,6,0,1,25,-4,8,-4.0,32001.0
42,1,1,2,2,1,2,2,2,2,0,0,1,0,8,7,-1,2,-1,1,-4,8,3,4,-2,4,3,-4,3,3,4,-1,4,2,1,-1,5,320520043,-4,0.454064,2006,6,-4,-4,1,1967,39,1,1,2,25,-4,8,-4.0,32001.0
43,2,1,2,2,2,2,1,2,0,0,0,0,0,8,8,1,2,3,3,-4,8,3,4,3,3,3,-4,3,3,-1,-1,3,2,1,2,5,320520044,-4,0.454064,2006,3,-4,-4,1,1984,21,6,0,1,25,-4,8,-4.0,32001.0
44,2,2,2,2,1,3,2,1,0,2,0,0,0,7,8,-1,2,2,1,-4,8,3,4,3,4,3,-4,3,4,4,-1,4,2,0,3,5,320520045,-4,0.454064,2006,8,-4,-4,1,1949,57,1,2,2,21,-4,8,-4.0,32001.0
45,1,1,2,3,1,3,1,2,0,2,0,0,2,9,10,1,4,3,2,-4,7,3,3,3,3,4,-4,3,3,4,2,4,2,1,1,5,320520046,-4,0.454064,2006,8,-4,-4,2,1965,40,1,2,2,21,-4,8,-4.0,32001.0
46,1,1,1,2,2,3,2,0,2,1,0,0,0,8,8,-1,2,-1,2,-4,3,3,3,3,4,4,-4,4,4,4,3,4,2,4,1,5,320520047,-4,0.454064,2006,6,-4,-4,2,1958,48,1,3,3,25,-4,8,-4.0,32001.0
47,1,1,1,3,2,2,2,1,2,2,0,0,0,8,5,1,2,2,1,-4,6,3,3,3,4,3,-4,3,4,3,3,4,2,1,2,5,320520048,-4,0.454064,2006,8,-4,-4,1,1965,40,2,1,1,21,-4,8,-4.0,32001.0
48,1,1,1,4,2,2,1,1,2,0,0,0,0,8,7,1,4,3,2,-4,6,2,-1,3,4,3,-4,3,-1,4,-1,4,1,1,1,5,320520049,-4,0.454064,2006,7,-4,-4,2,1987,19,6,0,6,61,-4,8,-4.0,32001.0
49,1,1,1,4,2,2,2,0,0,0,0,0,0,8,5,1,-2,-2,-2,-4,4,2,1,3,4,4,-4,4,4,2,4,4,1,1,1,5,320520050,-4,0.454064,2006,8,-4,-4,1,1967,39,1,3,1,21,-4,8,-4.0,32001.0
50,2,3,3,3,2,3,2,1,0,0,1,0,0,5,5,1,2,3,3,-4,6,-1,-1,3,4,3,-4,3,3,4,4,4,1,1,2,5,320520051,-4,0.454064,2006,3,-4,-4,1,1967,38,2,2,2,25,-4,8,-4.0,32001.0
51,1,2,2,4,1,2,2,1,0,0,1,0,0,7,-1,0,4,3,2,-4,8,3,3,-1,3,-1,-4,2,3,4,-1,4,2,1,2,5,320520052,-4,0.454064,2006,3,-4,-4,1,1931,74,1,3,4,32,-4,8,-4.0,32001.0
52,2,3,2,4,2,2,2,2,1,0,0,0,0,10,9,0,4,3,3,-4,8,1,4,2,4,3,-4,2,4,4,4,4,1,1,2,5,320520053,-4,0.454064,2006,6,-4,-4,2,1937,69,1,1,4,25,-4,8,-4.0,32001.0
53,1,1,1,2,1,1,2,1,0,0,0,1,2,8,10,0,3,2,1,-4,9,1,1,4,4,2,-4,3,3,4,3,3,2,1,2,5,320520054,-4,0.454064,2006,8,-4,-4,1,1925,80,6,0,4,21,-4,8,-4.0,32001.0
54,2,3,1,1,1,4,3,1,0,0,0,0,0,5,7,-1,2,2,1,-4,10,3,4,2,4,4,-4,3,4,4,3,4,2,0,1,5,320520055,-4,0.454064,2006,8,-4,-4,2,1948,57,6,0,2,32,-4,8,-4.0,32001.0
55,1,1,2,3,1,2,2,2,2,2,0,0,0,8,8,0,3,3,3,-4,5,3,3,4,4,4,-4,3,3,4,4,-1,-1,1,2,5,320520056,-4,0.454064,2006,3,-4,-4,1,1957,49,4,0,1,16,-4,8,-4.0,32001.0
56,3,1,1,1,1,2,1,0,0,0,0,0,0,8,10,0,1,1,3,-4,6,3,3,3,4,4,-4,4,4,4,4,4,1,1,1,5,320520057,-4,0.454064,2006,6,-4,-4,1,1979,27,6,0,1,21,-4,8,-4.0,32001.0
57,1,1,1,1,1,2,2,0,0,0,0,0,0,8,10,0,3,3,3,-4,6,4,4,4,4,3,-4,4,4,3,3,3,1,1,1,5,320520058,-4,0.454064,2006,6,-4,-4,2,1979,27,6,0,2,33,-4,8,-4.0,32001.0
58,1,1,1,4,1,1,1,0,0,0,0,0,0,9,10,0,4,3,2,-4,8,3,3,3,4,4,-4,4,4,3,2,3,1,1,2,5,320520059,-4,0.454064,2006,4,-4,-4,2,1972,33,1,0,3,33,-4,8,-4.0,32001.0
59,1,1,1,4,1,1,2,2,0,2,0,0,2,9,6,0,3,3,1,-4,6,1,4,3,4,4,-4,3,4,4,4,4,1,1,2,5,320520060,-4,0.454064,2006,7,-4,-4,2,1967,39,4,2,3,33,-4,8,-4.0,32001.0
60,1,1,3,3,2,1,3,2,1,1,1,1,2,8,5,0,4,3,1,-4,6,1,3,3,4,4,-4,2,4,1,3,3,1,1,2,5,320520061,-4,0.454064,2006,7,-4,-4,2,1953,53,1,2,2,21,-4,8,-4.0,32001.0
61,1,1,3,3,2,2,2,2,0,0,0,0,2,7,7,1,4,3,2,-4,9,1,4,4,4,4,-4,3,4,4,4,4,1,1,1,5,320520062,-4,0.454064,2006,5,-4,-4,2,1987,19,6,0,2,25,-4,8,-4.0,32001.0
62,1,1,2,3,1,1,1,2,2,2,0,0,0,10,10,0,2,3,2,-4,6,2,4,4,4,4,-4,4,4,4,4,3,1,1,2,5,320520063,-4,0.454064,2006,4,-4,-4,1,1981,25,6,0,1,25,-4,8,-4.0,32001.0
63,1,1,2,2,1,1,1,0,0,0,0,0,0,10,10,1,3,3,2,-4,3,2,2,2,2,2,-4,2,2,2,2,4,2,-2,2,5,320520064,-4,0.454064,2006,7,-4,-4,1,1956,49,6,5,3,16,-4,8,-4.0,32001.0
64,4,3,3,4,1,3,2,0,0,0,0,0,0,7,10,0,3,3,3,-4,6,3,2,3,4,4,-4,4,4,4,4,2,2,1,2,5,320520065,-4,0.454064,2006,3,-4,-4,1,1947,58,3,0,1,25,-4,8,-4.0,32001.0
65,1,1,1,4,1,3,3,0,0,0,0,0,0,7,10,1,4,3,3,-4,-1,4,-1,-1,4,4,-4,4,4,2,2,2,-1,0,1,5,320520066,-4,0.454064,2006,6,-4,-4,2,1949,57,1,1,1,32,-4,8,-4.0,32001.0
66,3,3,2,3,2,2,3,0,2,0,0,0,0,5,6,1,2,2,2,-4,3,4,4,4,4,4,-4,4,4,1,1,4,2,0,4,5,320520067,-4,0.454064,2006,8,-4,-4,2,1968,38,3,3,1,21,-4,8,-4.0,32001.0
67,2,2,2,2,2,2,2,0,0,0,0,0,0,8,6,0,4,3,3,-4,8,4,4,4,4,4,-4,4,4,-1,-1,-1,-1,1,4,5,320520068,-4,0.454064,2006,4,-4,-4,1,1976,29,6,0,2,23,-4,8,-4.0,32001.0
68,1,1,2,2,1,4,3,0,0,0,0,0,0,3,7,0,2,3,3,-4,10,4,4,4,4,4,-4,2,4,3,2,4,1,0,2,5,320520069,-4,0.454064,2006,7,-4,-4,1,1942,64,1,-2,7,23,-4,8,-4.0,32001.0
69,1,1,1,1,1,1,2,1,0,2,0,0,0,7,10,0,2,2,2,-4,6,2,3,4,4,2,-4,2,2,2,2,4,1,1,2,5,320520070,-4,0.454064,2006,6,-4,-4,1,1972,33,6,0,3,32,-4,8,-4.0,32001.0
70,1,1,2,1,1,3,-2,1,1,2,1,1,1,7,7,-1,3,3,1,-4,6,4,4,4,4,4,-4,3,4,4,2,4,2,1,3,5,320520071,-4,0.454064,2006,8,-4,-4,2,1948,58,1,3,1,21,-4,8,-4.0,32001.0
71,2,2,2,4,2,3,2,1,1,1,1,1,1,8,10,0,3,3,1,-4,1,4,2,2,4,4,-4,4,4,4,2,4,2,1,1,5,320520072,-4,0.454064,2006,4,-4,-4,2,1956,50,1,1,5,25,-4,8,-4.0,32001.0
72,1,1,4,1,1,2,2,2,2,2,1,1,1,6,10,0,2,3,1,-4,9,2,3,3,2,4,-4,3,2,4,4,4,1,1,1,5,320520073,-4,0.454064,2006,7,-4,-4,2,1977,29,2,2,6,25,-4,8,-4.0,32001.0
73,1,2,1,4,1,4,1,1,1,1,1,1,1,10,10,0,4,3,3,-4,10,4,4,3,4,4,-4,3,4,2,4,4,2,1,1,5,320520074,-4,0.454064,2006,4,-4,-4,1,1972,33,1,1,1,32,-4,8,-4.0,32001.0
74,1,1,4,4,1,2,1,2,1,1,1,1,1,7,10,-1,3,3,3,-4,1,3,2,3,4,4,-4,3,4,2,4,3,3,1,1,5,320520075,-4,0.454064,2006,5,-4,-4,1,1954,51,2,4,7,25,-4,8,-4.0,32001.0
75,1,1,4,3,1,1,2,1,1,1,1,1,1,7,8,0,3,3,3,-4,6,2,4,4,3,4,-4,3,4,4,-1,4,1,1,1,5,320520076,-4,0.454064,2006,4,-4,-4,2,1928,78,5,4,4,32,-4,8,-4.0,32001.0
76,1,2,1,4,3,4,1,1,1,1,1,1,1,8,8,0,4,3,1,-4,6,4,4,2,4,4,-4,4,4,4,3,4,1,1,1,5,320520077,-4,0.454064,2006,5,-4,-4,1,1980,25,1,1,1,33,-4,8,-4.0,32001.0
77,1,2,2,2,1,2,2,1,1,1,1,1,1,8,9,0,2,3,1,-4,6,4,4,3,4,4,-4,3,3,4,2,4,2,6,2,5,320520078,-4,0.454064,2006,4,-4,-4,2,1951,54,3,2,7,25,-4,8,-4.0,32001.0
78,2,2,2,3,1,3,2,1,1,1,1,1,1,7,7,1,3,3,3,-4,8,4,4,4,4,4,-4,4,4,4,2,4,4,1,4,5,320520079,-4,0.454064,2006,6,-4,-4,1,1947,58,3,3,1,16,-4,8,-4.0,32001.0
79,1,1,1,3,2,4,3,1,1,1,1,1,2,6,5,0,4,3,1,-4,7,4,4,4,4,4,-4,4,4,4,2,4,2,0,3,5,320520080,-4,0.454064,2006,6,-4,-4,2,1977,28,2,0,6,33,-4,8,-4.0,32001.0
80,1,2,2,2,1,1,2,2,0,2,0,0,0,5,5,0,3,3,2,-4,8,1,3,3,3,2,-4,2,3,1,3,3,1,1,-3,5,320520081,-4,0.454064,2006,7,-4,-4,2,1957,49,4,4,3,25,-4,8,-4.0,32001.0
81,1,1,2,2,2,2,3,0,0,0,0,0,0,6,6,1,2,3,2,-4,10,3,4,4,4,4,-4,4,4,4,3,4,2,1,2,5,320520082,-4,0.454064,2006,8,-4,-4,2,1988,18,6,0,1,21,-4,8,-4.0,32001.0
82,1,2,1,2,2,2,4,1,0,0,0,0,0,2,10,0,3,2,2,-4,1,2,2,4,4,3,-4,3,4,4,4,1,1,1,4,5,320520083,-4,0.454064,2006,8,-4,-4,2,1959,47,3,1,3,16,-4,8,-4.0,32001.0
83,1,1,1,4,1,1,2,0,2,2,0,0,2,7,10,0,4,3,2,-4,3,3,4,1,4,4,-4,4,4,1,1,4,1,0,4,5,320520084,-4,0.454064,2006,3,-4,-4,2,1946,59,1,1,3,21,-4,8,-4.0,32001.0
84,3,2,3,2,3,2,3,1,0,0,0,0,0,2,10,0,3,3,3,-4,9,3,2,3,4,4,-4,4,4,4,4,1,3,1,4,5,320520085,-4,0.454064,2006,4,-4,-4,2,1941,65,4,0,4,33,-4,8,-4.0,32001.0
85,1,1,4,3,1,1,1,1,1,1,1,1,1,9,10,1,3,3,1,-4,10,2,3,3,4,3,-4,4,4,4,4,4,1,1,1,5,320520086,-4,0.454064,2006,6,-4,-4,2,1936,70,1,1,4,25,-4,8,-4.0,32001.0
86,1,1,3,4,1,1,1,1,1,1,1,1,1,8,7,1,4,3,1,-4,1,3,3,2,3,3,-4,2,4,4,4,4,1,1,2,5,320520087,-4,0.454064,2006,7,-4,-4,2,1966,39,1,2,1,33,-4,8,-4.0,32001.0
87,1,2,4,4,1,3,3,1,1,1,1,1,1,8,7,0,4,3,2,-4,1,3,3,3,3,3,-4,3,3,3,2,4,1,1,-3,5,320520088,-4,0.454064,2006,4,-4,-4,2,1981,25,2,1,5,61,-4,8,-4.0,32001.0
88,1,1,3,2,1,2,2,1,1,1,1,1,1,5,7,0,1,3,1,-4,3,4,2,2,4,4,-4,4,4,4,4,4,1,1,1,5,320520089,-4,0.454064,2006,4,-4,-4,2,1941,65,1,3,5,61,-4,8,-4.0,32001.0
89,1,1,3,4,1,3,2,1,1,1,1,1,1,9,10,0,4,3,3,-4,1,4,4,4,4,4,-4,4,4,-1,-1,-1,3,1,1,5,320520090,-4,0.454064,2006,4,-4,-4,1,1970,35,1,2,1,16,-4,8,-4.0,32001.0
90,1,1,2,2,2,2,1,2,1,2,0,0,2,7,8,1,-1,3,1,-4,3,3,4,4,3,3,-4,4,2,1,1,3,2,1,1,5,320520091,-4,0.454064,2006,4,-4,-4,2,1966,39,2,1,5,23,-4,8,-4.0,32001.0
91,2,2,1,1,2,2,1,2,0,0,1,0,0,7,8,0,2,2,2,-4,10,2,3,3,3,4,-4,4,3,3,3,4,1,0,1,5,320520092,-4,0.454064,2006,8,-4,-4,2,1950,56,4,0,1,21,-4,8,-4.0,32001.0
92,1,1,2,3,1,1,2,0,0,0,0,0,0,8,9,0,4,3,3,-4,3,4,4,4,4,4,-4,4,4,4,4,4,1,0,4,5,320520093,-4,0.454064,2006,4,-4,-4,1,1974,31,6,0,1,23,-4,8,-4.0,32001.0
93,2,2,3,3,3,2,1,1,1,0,0,0,0,6,8,1,1,1,1,-4,2,3,4,4,4,4,-4,4,4,-1,-1,4,2,1,1,5,320520094,-4,0.454064,2006,4,-4,-4,2,1969,37,1,1,5,61,-4,8,-4.0,32001.0
94,1,3,2,2,2,2,2,0,0,0,0,0,0,7,8,1,3,3,3,-4,4,3,3,3,3,3,-4,2,3,-1,-1,2,2,2,1,5,320520095,-4,0.454064,2006,4,-4,-4,2,1988,18,6,0,5,61,-4,8,-4.0,32001.0
95,1,1,1,2,1,3,2,0,0,0,0,0,0,7,7,0,3,2,2,-4,3,4,4,4,4,4,-4,4,4,-1,-1,-1,-1,0,2,5,320520096,-4,0.454064,2006,8,-4,-4,1,1972,33,2,0,1,21,-4,8,-4.0,-2.0
96,1,1,1,2,1,1,3,0,0,0,0,0,2,8,7,0,2,1,1,-4,5,2,4,3,3,4,-4,3,3,4,3,4,2,1,2,5,320520097,-4,0.454064,2006,8,-4,-4,2,1973,33,6,0,1,21,-4,8,-4.0,32001.0
97,1,3,3,3,2,1,2,2,0,0,0,0,2,7,5,1,4,3,3,-4,7,1,3,2,4,4,-4,2,4,-1,-1,-1,-1,1,-3,5,320520098,-4,0.454064,2006,2,-4,-4,2,1926,80,5,3,4,34,-4,8,-4.0,32001.0
98,1,1,1,2,1,1,4,0,0,0,0,0,0,1,1,0,3,-1,-1,-4,-1,4,4,4,4,4,-4,4,4,-1,-1,-1,-1,0,2,5,320520099,-4,0.454064,2006,2,-4,-4,1,1959,47,4,4,1,42,-4,8,-4.0,32001.0
99,2,1,1,4,4,4,2,0,0,0,0,0,0,8,6,0,4,1,1,-4,2,4,4,4,4,4,-4,2,4,-1,-1,-1,-1,1,2,5,320520100,-4,0.454064,2006,3,-4,-4,2,1988,18,6,0,6,61,-4,8,-4.0,32001.0
100,1,1,1,3,1,1,2,2,2,1,0,0,2,4,4,-1,3,-1,-1,-4,8,1,2,2,3,4,-4,2,3,-1,2,4,1,1,2,5,320520101,-4,0.454064,2006,2,-4,-4,2,1929,77,5,4,4,32,-4,8,-4.0,32001.0
101,1,1,1,3,2,3,2,0,0,0,0,0,0,7,5,0,4,3,2,-4,4,2,2,2,3,3,-4,2,2,2,2,3,1,0,2,5,320520102,-4,0.454064,2006,5,-4,-4,1,1985,21,6,0,1,34,-4,8,-4.0,32001.0
102,1,1,3,4,4,4,3,1,1,0,0,0,0,4,8,0,4,-1,-1,-4,6,3,4,2,3,2,-4,2,2,-1,-1,-1,-1,1,-3,5,320520103,-4,0.454064,2006,3,-4,-4,2,1979,27,2,2,5,34,-4,8,-4.0,32001.0
